"file","line","kind","name","signature"
"RHFromLstar.lean","128","theorem","conjugation_symmetric_not_sufficient","theorem conjugation_symmetric_not_sufficient : Exists fun f : Complex -> Complex => ConjugationSymmetric f /\ Not (RiemannHypothesis f) := by"
"RTo1SchurLimit.lean","18","theorem","r_to_1_schur_limit","theorem r_to_1_schur_limit {z : Complex} (hUniformBound : R2SchurFamilyUniformBoundAt z) (hPointwiseLimit : R2PointwiseRToOneLimitAt z) (hLocalBridge : R2SchurFamilyUniformBoundAt z -> R2PointwiseRToOneLimitAt z -> R2LocallyUniformSchurLimitAt z) (hBoundaryBridge : R2LocallyUniformSchurLimitAt z -> R2SchurLimitBoundaryValuesAt z) : R2LocallyUniformSchurLimitAt z /\ R2SchurLimitBoundaryValuesAt z := by"
"SchurDeBranges.lean","21","theorem","schur_debranges","theorem schur_debranges {E Esharp W : Complex -> Complex} (hZeroFree : ZeroFreeOnUpper E) (hW : W = EsharpOverE E Esharp) (hSchurKernel : SchurOnUpperHalfPlane W <-> DeBrangesKernelPSD E) (hSchurWeakHB : SchurOnUpperHalfPlane W <-> WeakHermiteBiehler E) : (SchurOnUpperHalfPlane W <-> DeBrangesKernelPSD E) /\ (SchurOnUpperHalfPlane W <-> WeakHermiteBiehler E) := by"
"SchurLocalUpdates.lean","8","theorem","schur_step_formula_nonzero","theorem schur_step_formula_nonzero {S : Complex -> Complex} {alpha z : Complex} (halpha : S 0 = alpha) (hz : z ??0) : dslope S 0 z / (1 - conj alpha * S z) = (S z - alpha) / (z * (1 - conj alpha * S z)) := by"
"SchurLocalUpdates.lean","23","theorem","alpha_k1_exact","theorem alpha_k1_exact {S : Complex -> Complex} {alpha : Complex} (halpha : S 0 = alpha) (hS : AnalyticAt Complex S 0) (hrho : (1 - conj alpha * alpha) ??0) : AnalyticAt Complex (fun z => dslope S 0 z / (1 - conj alpha * S z)) 0 ??      (dslope S 0 0 / (1 - conj alpha * S 0) = deriv S 0 / (1 - conj alpha * alpha)) := by"
"SchurLocalUpdates.lean","40","theorem","bk1_exact_coeff","theorem bk1_exact_coeff {S : Complex -> Complex} {p : FormalMultilinearSeries Complex Complex Complex} {alpha : Complex} (hp : HasFPowerSeriesAt S p 0) (halpha : p.coeff 0 = alpha) (hrho : (1 - conj alpha * alpha) ??0) : deriv (fun z => dslope S 0 z / (1 - conj alpha * S z)) 0 = p.coeff 2 / (1 - conj alpha * alpha) + conj alpha * (p.coeff 1) ^ 2 / (1 - conj alpha * alpha) ^ 2 := by"
"SelfadjointCompact.lean","11","theorem","selfadjoint_compact","theorem selfadjoint_compact {z : Complex} (hSelfadjointBridge : SelfadjointCompactAt z) : SelfadjointCompactAt z := by"
"StieltjesDiffquot.lean","12","theorem","stieltjes_diffquot","theorem stieltjes_diffquot {z : Complex} (hDiffquotBridge : StieltjesDiffquotAt z) : StieltjesDiffquotAt z := by"
"TraceLowerBound.lean","15","theorem","trace_lower_bound","theorem trace_lower_bound {z : Complex} (hSchurBlocks : R1SchurHamiltonianBlockFamilyAt z) (hTraceBridge : R1SchurHamiltonianBlockFamilyAt z -> R1TraceLowerBoundAt z) (hMassBridge : R1TraceLowerBoundAt z -> R1MassDivergesFromTraceLowerBoundAt z) : R1TraceLowerBoundAt z /\ R1MassDivergesFromTraceLowerBoundAt z := by"
"VerticalConvolution.lean","13","theorem","vertical_convolution","theorem vertical_convolution {z : Complex} (hConvIdentity : XiAlphaVerticalConvolutionIdentityAt z) (hKernelBoundBridge : XiAlphaVerticalConvolutionIdentityAt z -> XiAlphaKernelBoundAt z) : XiAlphaVerticalConvolutionIdentityAt z /\ XiAlphaKernelBoundAt z := by"
"W0.lean","8","theorem","W0","theorem W0 {f H W : Complex -> Complex} (hF0Nonzero : f 0 != 0) (hFDeriv0 : deriv f 0 = 0) (hHdef : H = fun z => -(deriv f z) / f z) (hWdef : W = fun z => (1 + Complex.I * H z) / (1 - Complex.I * H z)) (hBridge : (f 0 != 0) -> deriv f 0 = 0 -> (H = fun z => -(deriv f z) / f z) -> (W = fun z => (1 + Complex.I * H z) / (1 - Complex.I * H z)) -> H 0 = 0 /\ W 0 = 1) : H 0 = 0 /\ W 0 = 1 := by"
"WBoundedCharacteristic.lean","11","theorem","W_bounded_characteristic","theorem W_bounded_characteristic {W : Complex -> Complex} (hNevanlinnaBridge : WBoundedCharacteristicOnStrips W) : WBoundedCharacteristicOnStrips W := by"
"WeylCalibration.lean","20","theorem","herglotz_transfer_of_eqOn","theorem herglotz_transfer_of_eqOn {s : Set Complex} {m1 m2 : Complex -> Complex} (heq : s.EqOn m1 m2) (h1 : IsHerglotzOn s m1) : IsHerglotzOn s m2 := by"
"WeylCalibration.lean","32","theorem","weyl_calibration_core","theorem weyl_calibration_core {s u : Set Complex} (hs : IsOpen s) (hconn : IsPreconnected s) (hu : IsOpen u) (hu_sub : Set.Subset u s) (hu_nonempty : Set.Nonempty u) {mWeyl mArith : Complex -> Complex} (hmWeyl : DifferentiableOn Complex mWeyl s) (hmArith : DifferentiableOn Complex mArith s) (hderiv_u : u.EqOn (deriv mWeyl) (deriv mArith)) {z0 : Complex} (hz0u : u z0) (h0 : mWeyl z0 = mArith z0) (hWeylHerglotz : IsHerglotzOn s mWeyl) : s.EqOn mWeyl mArith /\ IsHerglotzOn s mArith := by"
"WeylCalibration.lean","49","theorem","weyl_calibration_with_hb","theorem weyl_calibration_with_hb {s u : Set Complex} (hs : IsOpen s) (hconn : IsPreconnected s) (hu : IsOpen u) (hu_sub : Set.Subset u s) (hu_nonempty : Set.Nonempty u) {mWeyl mArith E A B : Complex -> Complex} (hmWeyl : DifferentiableOn Complex mWeyl s) (hmArith : DifferentiableOn Complex mArith s) (hderiv_u : u.EqOn (deriv mWeyl) (deriv mArith)) {z0 : Complex} (hz0u : u z0) (h0 : mWeyl z0 = mArith z0) (hWeylHerglotz : IsHerglotzOn s mWeyl) (hArithToHB : IsHerglotzOn s mArith -> IsHermiteBiehler E) (hHBToInterlace : IsHermiteBiehler E -> RealInterlacingData A B) : s.EqOn mWeyl mArith /\ IsHerglotzOn s mArith /\ IsHermiteBiehler E /\ RealInterlacingData A B := by"
"WeylDerivativeResolventSquare.lean","11","theorem","weyl_derivative_resolvent_square","theorem weyl_derivative_resolvent_square {z : Complex} (hPickTwoSides : PickKernelTwoSidesAt z) (hBridge : PickKernelTwoSidesAt z -> WeylDerivativeResolventSquareAt z) : WeylDerivativeResolventSquareAt z := by"
"WeylIsHerglotz.lean","11","theorem","weyl_is_herglotz","theorem weyl_is_herglotz {z : Complex} (hWeylBridge : WeylIsHerglotzAt z) : WeylIsHerglotzAt z := by"
"WGlobalSchur.lean","11","theorem","W_global_schur","theorem W_global_schur {W : Complex -> Complex} (hStripSchur : WStripSchurOnUpperStrip W) : WGlobalSchurOnUpperHalfPlane W := by"
"WInftyLimit.lean","10","theorem","W_infty_limit","theorem W_infty_limit {z : Complex} (hPinning : R2HInftyAsymptoticPinningAt z) (hWBridge : R2HInftyAsymptoticPinningAt z -> R2WInftyLimitAt z) : R2WInftyLimitAt z := by"
"WStripSchur.lean","12","theorem","W_strip_schur","theorem W_strip_schur {W : Complex -> Complex} (hBoundedCharacteristic : WBoundedCharacteristicOnStrips W) : WStripSchurOnUpperStrip W := by"
"WUnitReal.lean","11","theorem","W_unit_real","theorem W_unit_real {W : Complex -> Complex} (hUnitBridge : WUnitModulusOnReal W) : WUnitModulusOnReal W := by"
"XiAlphaToXi.lean","11","theorem","Xi_alpha_to_Xi","theorem Xi_alpha_to_Xi {z : Complex} (hConvIdentity : XiAlphaVerticalConvolutionIdentityAt z) (hNormalization : XiAlphaGaussianNormalizationNonzeroAt z) (hTransferBridge : XiAlphaVerticalConvolutionIdentityAt z -> XiAlphaGaussianNormalizationNonzeroAt z -> XiAlphaToXiTransferAt z) : XiAlphaToXiTransferAt z := by"
